"name","results","se","(lower","upper)","missInfo","race","percentile"
"3:income.0.89",140734.719438878,7378.78760704537,126160.164267463,155309.274610292,"17 %","Latino",0.89
"1:income.0.9",283198.897795591,8048.38933207158,266709.328113644,299688.467477538,"42 %","white",0.9
"2:income.0.9",140086.172344689,9693.93250086126,120890.8448222,159281.499867179,"20 %","Black",0.9
"3:income.0.9",145490.731462926,8124.03518558056,129466.750093961,161514.71283189,"15 %","Latino",0.9
"1:income.0.91",301142.034068136,9602.11535089037,280940.606701917,321343.461434355,"53 %","white",0.91
"2:income.0.91",150030.561122244,13217.4429140381,123367.071681427,176694.050563062,"34 %","Black",0.91
"3:income.0.91",150462.925851703,10584.2870107808,129708.031707353,171217.819996054,"4 %","Latino",0.91
"1:income.0.92",329029.559118236,14800.3108135713,299121.009476881,358938.108759592,"35 %","white",0.92
"2:income.0.92",159542.585170341,11043.7259018615,137884.77482819,181200.395512492,"4 %","Black",0.92
"3:income.0.92",151327.655310621,13948.308086974,123989.473814883,178665.836806359,"0 %","Latino",0.92
"1:income.0.93",370752.755511022,20651.9343066378,326095.982569782,415409.528452262,"61 %","white",0.93
"2:income.0.93",163217.685370741,11013.6788435553,141609.434033416,184825.936708066,"6 %","Black",0.93
"3:income.0.93",175540.080160321,18336.5317138571,138710.861596282,212369.298724359,"31 %","Latino",0.93
"1:income.0.94",411611.22244489,19125.2317043573,372966.413615572,450256.031274208,"35 %","white",0.94
"2:income.0.94",183106.462925852,12389.0171653182,158771.296154002,207441.629697702,"9 %","Black",0.94
"3:income.0.94",184835.921843687,14522.9994629517,156361.848037092,213309.995650283,"3 %","Latino",0.94
"1:income.0.95",471061.372745491,22517.6572255398,424054.235162927,518068.510328055,"50 %","white",0.95
"2:income.0.95",195428.857715431,15913.7076790062,163398.294636486,227459.420794375,"32 %","Black",0.95
"3:income.0.95",196725.951903808,15611.6744054273,166087.058998604,227364.844809011,"7 %","Latino",0.95
"1:income.0.96",537429.358717435,24951.1396743805,488316.708957079,586542.00847779,"12 %","white",0.96
"2:income.0.96",215317.635270541,18675.0910344437,178713.296440934,251921.974100148,"1 %","Black",0.96
"3:income.0.96",215533.817635271,20385.5627876227,175532.711216518,255534.924054023,"6 %","Latino",0.96
"1:income.0.97",660437.124248497,47434.3576671469,564832.412122365,756041.836374629,"33 %","white",0.97
"2:income.0.97",243205.160320641,19679.5839807372,204630.060094734,281780.260546549,"2 %","Black",0.97
"3:income.0.97",236287.324649299,31612.3868673539,174324.640606434,298250.008692163,"1 %","Latino",0.97
"1:income.0.98",942122.745490982,66444.246738482,810908.227275052,1073337.26370691,"17 %","white",0.98
"2:income.0.98",262445.390781563,17371.8091471725,228394.993201415,296495.788361711,"1 %","Black",0.98
"3:income.0.98",291197.645290581,56287.7945884846,175239.669234832,407155.62134633,"44 %","Latino",0.98
"1:income.0.99",1346383.76753507,84568.8106510917,1180552.63272691,1512214.90234323,"4 %","white",0.99
"2:income.0.99",317355.711422846,257543.191841365,-187419.680231157,822131.103076848,"0 %","Black",0.99
"3:income.0.99",401018.286573146,55387.6089355636,274795.120628555,527241.452517737,"74 %","Latino",0.99
